year,time_hour,dep_delay,arr_delay,origin,dest,tailnum,carrier
2013,2013-06-04T17:00:00Z,0,2,LGA,ATL,N679DA,DL
2013,2013-06-23T19:00:00Z,-3,14,EWR,DEN,N445UA,UA
2013,2013-03-19T20:00:00Z,-6,-14,JFK,RSW,N351JB,B6
2013,2013-04-25T23:00:00Z,234,228,EWR,RIC,N16559,EV
2013,2013-06-14T21:00:00Z,264,233,LGA,DFW,N3AUAA,AA
2013,2013-04-08T23:00:00Z,-10,-30,LGA,IAD,N832AS,EV
2013,2013-11-24T14:00:00Z,-11,-32,LGA,FLL,N334NW,DL
2013,2013-04-20T18:00:00Z,34,33,EWR,DCA,N16918,EV
2013,2013-02-19T11:00:00Z,-8,4,JFK,MSY,N266JB,B6
2013,2013-12-08T14:00:00Z,4,30,JFK,LAX,N628VA,VX
2013,2013-09-13T18:00:00Z,-2,-2,EWR,RSW,N37419,UA
2013,2013-08-27T23:00:00Z,-10,-1,LGA,FLL,N634JB,B6
2013,2013-07-19T17:00:00Z,0,-21,JFK,LAX,N641VA,VX
2013,2013-05-01T11:00:00Z,0,-26,JFK,SFO,N624AG,DL
2013,2013-03-11T19:00:00Z,4,0,JFK,MCO,N3742C,DL
2013,2013-07-27T22:00:00Z,-6,32,JFK,BWI,N692MQ,MQ
2013,2013-04-13T12:00:00Z,-7,-9,LGA,MSP,N926DL,DL
2013,2013-05-28T00:00:00Z,131,95,EWR,SFO,N13248,UA
2013,2013-06-24T01:00:00Z,8,33,EWR,CLT,N13994,EV
2013,2013-03-15T21:00:00Z,11,15,EWR,ORD,N428UA,UA
2013,2013-04-03T19:00:00Z,-2,-16,EWR,BOS,N27239,UA
2013,2013-01-25T15:00:00Z,-6,-24,JFK,SFO,N713TW,DL
2013,2013-10-20T10:00:00Z,-4,-23,EWR,PBI,N498UA,UA
2013,2013-07-09T11:00:00Z,-2,-3,EWR,CMH,N12540,EV
2013,2013-12-22T21:00:00Z,129,158,LGA,ATL,N531MQ,MQ
2013,2013-08-25T13:00:00Z,2,-33,EWR,LAX,N33209,UA
2013,2013-04-28T12:00:00Z,-7,-46,JFK,MSP,N914XJ,9E
2013,2013-11-03T00:00:00Z,14,7,JFK,MCO,N517JB,B6
2013,2013-11-12T21:00:00Z,26,29,LGA,DEN,N334NB,DL
2013,2013-02-09T16:00:00Z,NA,NA,LGA,RSW,N332NB,DL
2013,2013-05-02T11:00:00Z,-8,-25,EWR,GSO,N14916,EV
2013,2013-03-06T23:00:00Z,67,66,JFK,BUF,N281JB,B6
2013,2013-01-10T23:00:00Z,0,23,EWR,PWM,N11150,EV
2013,2013-03-12T22:00:00Z,2,-5,EWR,SAT,N488UA,UA
2013,2013-02-20T17:00:00Z,15,3,EWR,DTW,N755EV,EV
2013,2013-11-29T17:00:00Z,-1,-22,LGA,DFW,N3JPAA,AA
2013,2013-09-23T01:00:00Z,-7,-15,LGA,RDU,N9EAMQ,MQ
2013,2013-06-22T03:00:00Z,-2,-11,JFK,BOS,N273JB,B6
2013,2013-07-09T23:00:00Z,108,109,LGA,MKE,N767SW,WN
2013,2013-12-01T04:00:00Z,12,12,JFK,PSE,N652JB,B6
2013,2013-07-16T11:00:00Z,112,108,LGA,ATL,N682DA,DL
2013,2013-01-16T21:00:00Z,97,111,EWR,MEM,N16976,EV
2013,2013-11-08T23:00:00Z,5,-12,EWR,FLL,N54241,UA
2013,2013-12-24T02:00:00Z,3,6,EWR,PBI,N632JB,B6
2013,2013-01-30T21:00:00Z,140,145,LGA,TPA,N641JB,B6
2013,2013-04-04T01:00:00Z,-1,19,JFK,MCO,N612JB,B6
2013,2013-04-16T00:00:00Z,-2,-16,EWR,PBI,N24211,UA
2013,2013-07-26T18:00:00Z,-2,4,LGA,MIA,N3FLAA,AA
2013,2013-01-16T13:00:00Z,-4,6,JFK,AUS,N348JB,B6
2013,2013-03-09T00:00:00Z,122,120,EWR,PHX,N54711,UA
2013,2013-11-06T13:00:00Z,-8,-4,EWR,TPA,N403UA,UA
2013,2013-03-20T20:00:00Z,24,17,LGA,RDU,N735MQ,MQ
2013,2013-03-06T20:00:00Z,NA,NA,LGA,STL,N586AA,AA
2013,2013-05-06T21:00:00Z,1,-45,LGA,ORD,N554AA,AA
2013,2013-09-07T19:00:00Z,-5,-21,LGA,ATL,N921DL,DL
2013,2013-11-08T16:00:00Z,75,74,LGA,FLL,N318NB,DL
2013,2013-11-13T13:00:00Z,-7,-5,JFK,MCO,N624AG,DL
2013,2013-01-11T17:00:00Z,-7,-32,EWR,SFO,N842UA,UA
2013,2013-11-12T19:00:00Z,-8,-12,EWR,DCA,N12996,EV
2013,2013-12-16T21:00:00Z,22,12,JFK,LAX,N628VA,VX
2013,2013-08-22T22:00:00Z,15,-4,JFK,ATL,N153DL,DL
2013,2013-01-08T14:00:00Z,-11,-37,LGA,IAH,N432UA,UA
2013,2013-10-07T17:00:00Z,13,13,LGA,RSW,N588JB,B6
2013,2013-05-31T21:00:00Z,-4,-18,JFK,IAD,N348JB,B6
2013,2013-03-27T17:00:00Z,44,28,EWR,MCO,N437UA,UA
2013,2013-09-27T10:00:00Z,60,43,EWR,GSP,N16178,EV
2013,2013-01-06T19:00:00Z,-4,-3,LGA,ATL,N665DN,DL
2013,2013-11-03T21:00:00Z,-4,-16,LGA,ATL,N923DL,DL
2013,2013-11-21T00:00:00Z,-12,-36,EWR,DFW,N561AA,AA
2013,2013-12-12T21:00:00Z,206,242,EWR,SEA,N467UA,UA
2013,2013-03-25T17:00:00Z,0,-10,LGA,MIA,N3GPAA,AA
2013,2013-09-26T22:00:00Z,6,-5,LGA,BNA,N494WN,WN
2013,2013-01-29T16:00:00Z,-7,-37,LGA,TPA,N917DE,DL
2013,2013-09-21T11:00:00Z,-6,-40,EWR,SEA,N596AS,AS
2013,2013-08-02T10:00:00Z,0,7,LGA,ATL,N6EAMQ,MQ
2013,2013-04-13T17:00:00Z,150,136,JFK,LAX,N329AA,AA
2013,2013-09-15T14:00:00Z,2,-5,EWR,IAH,N540UA,UA
2013,2013-05-12T16:00:00Z,-9,-30,EWR,BOS,N806UA,UA
2013,2013-10-24T20:00:00Z,-1,-13,EWR,IAH,N14118,UA
2013,2013-05-02T00:00:00Z,-5,-29,JFK,SFO,N627JB,B6
2013,2013-06-22T10:00:00Z,-2,-19,LGA,DFW,N3DSAA,AA
2013,2013-12-04T23:00:00Z,-1,-19,LGA,CLT,N608QX,EV
2013,2013-12-09T17:00:00Z,44,48,LGA,DTW,N954DL,DL
2013,2013-08-12T23:00:00Z,5,-16,LGA,FLL,N312US,DL
2013,2013-12-16T00:00:00Z,-3,-1,JFK,MSY,N915XJ,9E
2013,2013-07-14T01:00:00Z,34,34,JFK,MSY,N368JB,B6
2013,2013-03-17T18:00:00Z,-10,-26,JFK,BUF,N646JB,B6
2013,2013-12-20T16:00:00Z,-3,NA,EWR,DTW,N989AT,DL
2013,2013-12-11T21:00:00Z,30,53,LGA,PBI,N558JB,B6
2013,2013-07-10T10:00:00Z,NA,NA,LGA,MSP,N9EAMQ,MQ
2013,2013-12-08T15:00:00Z,2,47,EWR,PHX,N673AW,US
2013,2013-01-30T11:00:00Z,-3,3,EWR,DFW,N837UA,UA
2013,2013-02-13T21:00:00Z,46,17,JFK,PHX,N507AY,US
2013,2013-04-02T10:00:00Z,-4,4,JFK,MSY,N247JB,B6
2013,2013-01-21T16:00:00Z,-10,-22,JFK,LAX,N508UA,UA
2013,2013-03-25T15:00:00Z,3,-1,JFK,BTV,N324JB,B6
2013,2013-03-18T19:00:00Z,38,32,JFK,LAS,N373DA,DL
2013,2013-05-13T17:00:00Z,16,12,EWR,MEM,N19554,EV
2013,2013-05-08T10:00:00Z,-5,-35,EWR,LAX,N813UA,UA
2013,2013-12-18T01:00:00Z,139,136,JFK,ABQ,N556JB,B6
2013,2013-12-05T23:00:00Z,NA,NA,LGA,RDU,N834MQ,MQ
2013,2013-09-20T23:00:00Z,60,44,EWR,RIC,N15910,EV
2013,2013-02-06T23:00:00Z,-1,-8,JFK,ATL,N3772H,DL
2013,2013-08-16T14:00:00Z,-6,7,EWR,IND,N14174,EV
2013,2013-12-05T11:00:00Z,-4,-5,EWR,BUF,N14959,EV
2013,2013-05-27T17:00:00Z,-3,-20,EWR,MEM,N13550,EV
2013,2013-05-17T15:00:00Z,-1,-11,LGA,BNA,N460WN,WN
2013,2013-12-31T20:00:00Z,-10,-15,JFK,CMH,N688MQ,MQ
2013,2013-09-26T12:00:00Z,-8,0,LGA,PBI,N321NB,DL
2013,2013-09-06T10:00:00Z,-5,-14,EWR,CMH,N21537,EV
2013,2013-08-30T20:00:00Z,-1,-28,JFK,LAX,N328AA,AA
2013,2013-12-31T18:00:00Z,-2,6,EWR,CMH,N16571,EV
2013,2013-08-01T13:00:00Z,-5,25,JFK,LAX,N821JB,B6
2013,2013-05-10T13:00:00Z,-3,-8,EWR,JAX,N11551,EV
2013,2013-04-17T20:00:00Z,-4,5,EWR,PHX,N825AW,US
2013,2013-06-04T21:00:00Z,2,10,LGA,IAH,N76265,UA
2013,2013-08-24T10:00:00Z,-4,-1,JFK,SFO,N525UA,UA
2013,2013-07-15T10:00:00Z,-5,-32,EWR,MSP,N723EV,EV
2013,2013-07-18T20:00:00Z,10,8,LGA,BNA,N761ND,EV
2013,2013-05-03T20:00:00Z,-5,-40,JFK,CLE,N805AY,9E
2013,2013-07-31T21:00:00Z,40,22,LGA,DTW,N900DE,DL
2013,2013-07-02T22:00:00Z,89,48,EWR,LAS,N403UA,UA
2013,2013-09-23T23:00:00Z,-7,-38,JFK,RDU,N923XJ,9E
2013,2013-07-23T20:00:00Z,75,49,LGA,MSP,N904DE,DL
2013,2013-03-05T21:00:00Z,17,0,JFK,DTW,N318NB,DL
2013,2013-02-11T14:00:00Z,24,48,JFK,AUS,N187JB,B6
2013,2013-01-14T11:00:00Z,-3,9,EWR,CMH,N14179,EV
2013,2013-07-28T01:00:00Z,7,24,JFK,LAS,N809JB,B6
2013,2013-08-17T18:00:00Z,0,3,EWR,ATL,N13975,EV
2013,2013-03-27T17:00:00Z,-7,-25,JFK,SJU,N3759,DL
2013,2013-05-22T19:00:00Z,9,2,LGA,CLT,N716UW,US
2013,2013-06-06T10:00:00Z,-6,-5,JFK,IAD,N825AS,EV
2013,2013-07-23T20:00:00Z,2,86,JFK,SAN,N526JB,B6
2013,2013-09-03T19:00:00Z,-3,14,JFK,DCA,N521MQ,MQ
2013,2013-05-09T01:00:00Z,-5,22,LGA,DTW,N720MQ,MQ
2013,2013-04-10T21:00:00Z,37,74,EWR,HOU,N952WN,WN
2013,2013-06-14T23:00:00Z,13,-3,JFK,FLL,N524JB,B6
2013,2013-11-21T15:00:00Z,0,3,JFK,SFO,N638VA,VX
2013,2013-12-05T17:00:00Z,165,147,LGA,IAH,N27722,UA
2013,2013-01-11T20:00:00Z,196,181,EWR,MCO,N553UA,UA
2013,2013-08-17T18:00:00Z,8,3,JFK,RDU,N723MQ,MQ
2013,2013-10-08T10:00:00Z,-7,-10,JFK,MSY,N589JB,B6
2013,2013-10-05T16:00:00Z,67,44,LGA,ATL,N689DL,DL
2013,2013-09-11T20:00:00Z,-5,21,JFK,SFO,N837VA,VX
2013,2013-01-05T23:00:00Z,3,20,JFK,CLT,N547UW,US
2013,2013-09-01T13:00:00Z,-9,-31,LGA,FLL,N630JB,B6
2013,2013-05-28T18:00:00Z,145,134,LGA,MSP,N365NB,DL
2013,2013-03-09T21:00:00Z,45,8,JFK,SEA,N3768,DL
2013,2013-09-04T21:00:00Z,-9,-32,JFK,MCI,N937XJ,9E
2013,2013-08-31T18:00:00Z,22,14,EWR,DCA,N15910,EV
2013,2013-02-27T22:00:00Z,NA,NA,JFK,BNA,N698MQ,MQ
2013,2013-03-11T23:00:00Z,32,24,JFK,CLT,N8745B,9E
2013,2013-05-03T19:00:00Z,-3,7,EWR,CLT,N427US,US
2013,2013-05-29T17:00:00Z,-2,-13,EWR,BNA,N241WN,WN
2013,2013-02-14T17:00:00Z,-6,-13,EWR,RIC,N36915,EV
2013,2013-10-25T01:00:00Z,-8,-16,LGA,DCA,N757UW,US
2013,2013-12-13T10:00:00Z,3,-17,EWR,IAH,N76526,UA
2013,2013-07-11T11:00:00Z,1,1,EWR,STL,N604SW,WN
2013,2013-10-11T15:00:00Z,17,6,LGA,TPA,N357NB,DL
2013,2013-01-29T13:00:00Z,-5,-44,EWR,MCO,N37434,UA
2013,2013-09-05T22:00:00Z,11,-23,LGA,IAH,N16703,UA
2013,2013-08-13T18:00:00Z,NA,NA,LGA,CLT,N741EV,EV
2013,2013-08-17T00:00:00Z,19,-6,JFK,LAX,N640VA,VX
2013,2013-12-22T19:00:00Z,8,27,LGA,ATL,N943AT,FL
2013,2013-03-30T01:00:00Z,0,-8,EWR,MIA,N31412,UA
2013,2013-03-21T11:00:00Z,3,-16,EWR,DFW,N548AA,AA
2013,2013-02-04T12:00:00Z,-6,-6,JFK,SRQ,N804JB,B6
2013,2013-12-19T13:00:00Z,-3,9,EWR,BOS,N802UA,UA
2013,2013-06-10T23:00:00Z,-1,4,JFK,LAS,N3744F,DL
2013,2013-04-25T11:00:00Z,-11,20,LGA,XNA,N725MQ,MQ
2013,2013-05-30T18:00:00Z,-6,-10,EWR,BOS,N354JB,B6
2013,2013-01-31T18:00:00Z,75,70,LGA,MDW,N465WN,WN
2013,2013-09-15T13:00:00Z,-5,-35,LGA,CHS,N723EV,EV
2013,2013-04-17T18:00:00Z,262,264,LGA,MSP,N326NB,DL
2013,2013-11-01T12:00:00Z,1,8,LGA,RDU,N814MQ,MQ
2013,2013-06-27T18:00:00Z,-9,13,LGA,BOS,N949UW,US
2013,2013-01-25T14:00:00Z,-4,-5,JFK,BUF,N587JB,B6
2013,2013-03-26T13:00:00Z,-11,-8,LGA,ORD,N801UA,UA
2013,2013-09-08T20:00:00Z,12,-2,JFK,ORF,N674MQ,MQ
2013,2013-08-14T17:00:00Z,-11,-16,LGA,DTW,N717MQ,MQ
2013,2013-11-19T21:00:00Z,-8,-8,LGA,DFW,N3ESAA,AA
2013,2013-09-11T23:00:00Z,-2,85,JFK,SFO,N703TW,DL
2013,2013-11-25T18:00:00Z,-8,-18,EWR,CVG,N8960A,9E
2013,2013-08-25T17:00:00Z,14,-10,LGA,DEN,N263AV,F9
2013,2013-02-13T15:00:00Z,-8,-3,EWR,IND,N17560,EV
2013,2013-09-19T13:00:00Z,85,96,LGA,MDW,N291WN,WN
2013,2013-09-25T12:00:00Z,0,-11,LGA,PBI,N366NB,DL
2013,2013-02-27T20:00:00Z,-7,-15,LGA,STL,N574AA,AA
2013,2013-06-12T13:00:00Z,0,-11,JFK,SEA,N723TW,DL
2013,2013-06-11T00:00:00Z,-2,-10,JFK,AUS,N570JB,B6
2013,2013-12-05T18:00:00Z,4,25,EWR,LAX,N626VA,VX
2013,2013-04-14T19:00:00Z,-2,-11,LGA,DCA,N946UW,US
2013,2013-08-06T22:00:00Z,-3,68,EWR,MSP,N336NW,DL
2013,2013-12-17T12:00:00Z,0,30,JFK,SRQ,N663JB,B6
2013,2013-02-23T12:00:00Z,-2,-7,JFK,SFO,N332AA,AA
2013,2013-06-12T17:00:00Z,-3,-7,LGA,RDU,N519MQ,MQ
2013,2013-10-04T13:00:00Z,-7,-8,JFK,ROC,N355JB,B6
2013,2013-12-16T11:00:00Z,-1,18,EWR,CMH,N12563,EV
2013,2013-04-29T19:00:00Z,-11,-42,JFK,DFW,N932XJ,9E
2013,2013-01-20T22:00:00Z,-4,-19,LGA,ATL,N944AT,FL
2013,2013-06-13T00:00:00Z,9,-4,EWR,BOS,N198JB,B6
2013,2013-12-11T19:00:00Z,-5,-23,LGA,CHS,N391CA,EV
2013,2013-03-21T19:00:00Z,0,9,JFK,RSW,N583JB,B6
2013,2013-08-23T20:00:00Z,-13,-3,LGA,DTW,N721MQ,MQ
2013,2013-09-13T19:00:00Z,-1,4,EWR,CLT,N26545,EV
2013,2013-08-23T19:00:00Z,13,24,JFK,MSP,N916XJ,9E
2013,2013-06-10T15:00:00Z,-7,-25,JFK,MCO,N909DL,DL
2013,2013-04-11T21:00:00Z,NA,NA,EWR,IND,N14923,EV
2013,2013-12-27T21:00:00Z,5,0,EWR,SEA,N807UA,UA
2013,2013-09-21T10:00:00Z,-6,-17,EWR,LAX,N558UA,UA
2013,2013-09-24T19:00:00Z,60,46,JFK,MIA,N5FLAA,AA
2013,2013-07-07T12:00:00Z,30,24,EWR,RIC,N15910,EV
2013,2013-05-11T01:00:00Z,-8,-7,LGA,BOS,N952UW,US
2013,2013-08-05T11:00:00Z,2,6,EWR,MDW,N768SW,WN
2013,2013-05-31T10:00:00Z,-2,-14,JFK,RSW,N519JB,B6
2013,2013-10-05T18:00:00Z,-6,-19,LGA,DFW,N3JCAA,AA
2013,2013-01-01T17:00:00Z,4,12,EWR,MCO,N612JB,B6
2013,2013-01-22T13:00:00Z,14,24,JFK,ORD,N910XJ,9E
2013,2013-01-12T02:00:00Z,-5,1,JFK,LAX,N336AA,AA
2013,2013-12-09T21:00:00Z,105,120,LGA,MDW,N8608N,WN
2013,2013-06-20T21:00:00Z,-10,-35,JFK,CVG,N604LR,9E
2013,2013-05-23T23:00:00Z,-1,52,JFK,MCO,N385DN,DL
2013,2013-06-18T15:00:00Z,19,15,EWR,SFO,N76522,UA
2013,2013-02-16T11:00:00Z,-5,-36,EWR,MSP,N12163,EV
2013,2013-08-17T13:00:00Z,29,24,LGA,CLT,N546MQ,MQ
2013,2013-06-16T12:00:00Z,-4,-5,JFK,LAX,N48127,UA
2013,2013-02-11T23:00:00Z,23,10,JFK,SJC,N603JB,B6
2013,2013-05-30T00:00:00Z,44,33,EWR,JAX,N21154,EV
2013,2013-02-21T13:00:00Z,-4,-17,JFK,SJU,N598JB,B6
2013,2013-04-24T01:00:00Z,-5,63,LGA,BOS,N965UW,US
2013,2013-12-27T16:00:00Z,10,-3,LGA,MIA,N3FBAA,AA
2013,2013-12-14T18:00:00Z,12,51,EWR,RIC,N19966,EV
2013,2013-01-30T18:00:00Z,NA,NA,LGA,SRQ,N536JB,B6
2013,2013-09-15T13:00:00Z,57,26,LGA,MIA,N3FMAA,AA
2013,2013-07-15T22:00:00Z,4,-27,EWR,ORD,N825UA,UA
2013,2013-11-30T17:00:00Z,3,-4,LGA,DTW,N910DL,DL
2013,2013-06-13T18:00:00Z,23,13,JFK,DTW,N315NB,DL
2013,2013-02-15T17:00:00Z,-10,-15,EWR,BOS,N292JB,B6
2013,2013-09-22T11:00:00Z,-4,NA,LGA,ORD,N584AA,AA
2013,2013-11-19T13:00:00Z,-1,-6,EWR,PHX,N34455,UA
2013,2013-10-04T12:00:00Z,42,32,JFK,PIT,N819AY,9E
2013,2013-04-30T18:00:00Z,-3,-34,EWR,AUS,N53442,UA
2013,2013-02-22T16:00:00Z,-7,-20,JFK,BOS,N927XJ,9E
2013,2013-05-08T16:00:00Z,-3,-29,EWR,MSY,N37273,UA
2013,2013-01-04T18:00:00Z,118,105,EWR,CVG,N8710A,9E
2013,2013-10-13T18:00:00Z,1,10,EWR,MCI,N14171,EV
2013,2013-11-21T11:00:00Z,-5,11,EWR,DCA,N16951,EV
2013,2013-03-14T18:00:00Z,-5,-15,EWR,BOS,N17244,UA
2013,2013-03-31T20:00:00Z,10,-1,JFK,DEN,N3743H,DL
2013,2013-11-20T11:00:00Z,-3,-40,EWR,HOU,N409WN,WN
2013,2013-10-29T11:00:00Z,-9,-24,JFK,MIA,N327AA,AA
2013,2013-01-28T13:00:00Z,-5,-41,EWR,IAH,N24715,UA
2013,2013-02-16T02:00:00Z,171,154,EWR,PVD,N11535,EV
2013,2013-11-01T12:00:00Z,-3,-22,JFK,MCO,N643JB,B6
2013,2013-03-22T22:00:00Z,-2,-14,LGA,CMH,N504MQ,MQ
2013,2013-10-18T12:00:00Z,-10,5,EWR,STL,N12967,EV
2013,2013-03-11T11:00:00Z,-1,-25,EWR,SEA,N524AS,AS
2013,2013-12-23T23:00:00Z,53,36,EWR,LAX,N585UA,UA
2013,2013-08-29T22:00:00Z,-2,19,LGA,MSP,N325US,DL
2013,2013-01-31T19:00:00Z,NA,NA,LGA,FLL,N503JB,B6
2013,2013-09-24T20:00:00Z,9,-8,LGA,MDW,N295WN,WN
2013,2013-04-04T00:00:00Z,-5,0,EWR,FLL,N520UA,UA
2013,2013-12-16T23:00:00Z,1,2,JFK,SFO,N633VA,VX
2013,2013-04-01T19:00:00Z,-1,12,LGA,PBI,N979DL,DL
2013,2013-04-24T18:00:00Z,-3,1,EWR,MEM,N12996,EV
2013,2013-04-15T12:00:00Z,-5,-1,LGA,ATL,N526MQ,MQ
2013,2013-03-09T21:00:00Z,58,32,LGA,PBI,N652JB,B6
2013,2013-03-26T20:00:00Z,-3,-37,JFK,RSW,N981DL,DL
2013,2013-12-20T16:00:00Z,11,-2,EWR,IAH,N441UA,UA
2013,2013-07-28T20:00:00Z,31,NA,LGA,ORD,N4XTAA,AA
2013,2013-12-03T13:00:00Z,-3,-18,EWR,DEN,N53441,UA
2013,2013-04-07T22:00:00Z,-4,-29,JFK,MSY,N916DE,DL
2013,2013-09-19T22:00:00Z,-1,0,EWR,LAX,N3EUAA,AA
2013,2013-03-08T16:00:00Z,35,47,JFK,SLC,N3754A,DL
2013,2013-02-22T19:00:00Z,-7,-13,LGA,MSP,N532MQ,MQ
2013,2013-12-02T14:00:00Z,-7,-23,LGA,DAY,N8836A,9E
2013,2013-03-15T23:00:00Z,3,-38,JFK,JAX,N919XJ,9E
2013,2013-09-13T14:00:00Z,12,-6,EWR,LAX,N36447,UA
2013,2013-03-28T12:00:00Z,-5,-27,EWR,DTW,N135EV,EV
2013,2013-01-03T19:00:00Z,3,-8,JFK,BOS,N916XJ,9E
2013,2013-05-24T11:00:00Z,19,15,EWR,DTW,N14950,EV
2013,2013-02-17T01:00:00Z,5,-27,JFK,LAX,N638VA,VX
2013,2013-10-05T14:00:00Z,-4,2,LGA,ORD,N16703,UA
2013,2013-07-06T21:00:00Z,-8,-32,LGA,CLT,N536UW,US
2013,2013-01-07T20:00:00Z,-2,16,JFK,DTW,N336NB,DL
2013,2013-11-18T19:00:00Z,11,35,JFK,MSY,N292JB,B6
2013,2013-12-21T11:00:00Z,-2,-16,JFK,FLL,N763JB,B6
2013,2013-10-05T15:00:00Z,1,-3,EWR,MCO,N14106,UA
2013,2013-04-11T23:00:00Z,36,52,JFK,BWI,N919XJ,9E
2013,2013-03-20T11:00:00Z,-8,14,LGA,MCO,N659DL,DL
2013,2013-09-01T12:00:00Z,-5,-17,JFK,ACK,N316JB,B6
2013,2013-12-20T20:00:00Z,11,-5,EWR,TPA,N468UA,UA
2013,2013-02-27T17:00:00Z,-6,48,EWR,MCO,N583JB,B6
2013,2013-12-07T17:00:00Z,-4,-12,EWR,IAD,N13550,EV
2013,2013-08-09T09:00:00Z,-2,-10,JFK,BQN,N504JB,B6
2013,2013-04-24T14:00:00Z,-5,-20,EWR,FLL,N12238,UA
2013,2013-02-15T00:00:00Z,-5,-5,EWR,PWM,N14923,EV
2013,2013-06-13T14:00:00Z,4,51,JFK,CLT,N750UW,US
2013,2013-12-03T00:00:00Z,6,-4,EWR,TYS,N13566,EV
2013,2013-06-17T22:00:00Z,50,49,LGA,ORD,N487UA,UA
2013,2013-02-06T16:00:00Z,-6,-25,JFK,LAX,N557UA,UA
2013,2013-07-25T17:00:00Z,1,6,EWR,DFW,N431UA,UA
2013,2013-05-24T19:00:00Z,-3,7,JFK,SEA,N650DL,DL
2013,2013-11-19T23:00:00Z,-4,-3,LGA,DCA,N742PS,US
2013,2013-09-24T22:00:00Z,-7,-15,JFK,SFO,N329AA,AA
2013,2013-07-27T14:00:00Z,0,16,EWR,SFO,N574UA,UA
2013,2013-02-20T11:00:00Z,-8,-2,JFK,ORD,N307JB,B6
2013,2013-03-04T02:00:00Z,-9,-10,LGA,CLT,N543MQ,MQ
2013,2013-05-06T01:00:00Z,-2,-33,JFK,LAS,N649JB,B6
2013,2013-03-29T17:00:00Z,-9,-12,LGA,CMH,N720MQ,MQ
2013,2013-10-17T15:00:00Z,0,2,LGA,ORD,N3AFAA,AA
2013,2013-07-28T16:00:00Z,-9,-12,LGA,CMH,N722MQ,MQ
2013,2013-01-08T23:00:00Z,-3,-21,JFK,MCO,N503JB,B6
2013,2013-09-25T10:00:00Z,-2,-6,EWR,BUF,N12195,EV
2013,2013-03-08T21:00:00Z,-1,-24,JFK,LAX,N623VA,VX
2013,2013-04-11T11:00:00Z,-1,-27,EWR,BNA,N939WN,WN
2013,2013-08-29T14:00:00Z,1,-23,LGA,IAH,N77520,UA
2013,2013-10-15T10:00:00Z,32,NA,LGA,ATL,N511MQ,MQ
2013,2013-09-04T23:00:00Z,-7,-31,LGA,BHM,N753EV,EV
2013,2013-12-29T18:00:00Z,-7,27,LGA,PBI,N959DL,DL
2013,2013-01-22T17:00:00Z,2,-4,JFK,LGB,N580JB,B6
2013,2013-08-24T10:00:00Z,-4,-7,EWR,LAX,N566UA,UA
2013,2013-03-10T17:00:00Z,-3,-14,EWR,STL,N12957,EV
2013,2013-05-17T00:00:00Z,34,33,EWR,BOS,N815UA,UA
2013,2013-01-13T21:00:00Z,-5,21,JFK,DFW,N909XJ,9E
2013,2013-02-06T19:00:00Z,-3,-1,LGA,MCO,N663JB,B6
2013,2013-04-19T14:00:00Z,12,-26,JFK,SFO,N847VA,VX
2013,2013-01-03T17:00:00Z,0,15,EWR,DTW,N754EV,EV
2013,2013-04-20T21:00:00Z,-8,2,JFK,AUS,N326NB,DL
2013,2013-12-24T01:00:00Z,13,10,EWR,BOS,N76515,UA
2013,2013-11-04T23:00:00Z,-3,25,EWR,LAX,N3FCAA,AA
2013,2013-06-29T22:00:00Z,24,13,EWR,ORD,N1EAMQ,MQ
2013,2013-09-15T23:00:00Z,-4,-3,LGA,ORD,N811UA,UA
2013,2013-09-25T21:00:00Z,-9,-9,LGA,CLT,N903FJ,YV
2013,2013-11-10T22:00:00Z,63,67,LGA,DCA,N948UW,US
2013,2013-11-16T19:00:00Z,-2,-22,JFK,CLT,N927XJ,9E
2013,2013-05-25T14:00:00Z,-1,2,JFK,PHX,N507AY,US
2013,2013-10-31T00:00:00Z,9,-6,LGA,TYS,N8888D,9E
2013,2013-05-02T11:00:00Z,-1,-34,EWR,BNA,N496WN,WN
2013,2013-06-03T10:00:00Z,-3,-3,LGA,MSP,N510MQ,MQ
2013,2013-10-05T16:00:00Z,31,34,EWR,MHT,N16541,EV
2013,2013-03-10T15:00:00Z,-6,-19,LGA,CLE,N719MQ,MQ
2013,2013-01-07T12:00:00Z,1,-7,EWR,PBI,N16217,UA
2013,2013-02-12T00:00:00Z,13,8,EWR,SFO,N37290,UA
2013,2013-10-01T11:00:00Z,-5,-12,JFK,CHS,N309JB,B6
2013,2013-02-02T17:00:00Z,-5,-2,JFK,DCA,N810MQ,MQ
2013,2013-05-27T22:00:00Z,-3,-2,EWR,MCI,N12136,EV
2013,2013-04-11T14:00:00Z,67,95,EWR,ORD,N847UA,UA
2013,2013-06-17T01:00:00Z,12,9,JFK,LAX,N198DN,DL
2013,2013-08-09T19:00:00Z,54,142,LGA,CLE,N13718,UA
2013,2013-03-22T20:00:00Z,0,6,JFK,SFO,N845VA,VX
2013,2013-10-03T10:00:00Z,-5,-26,JFK,SJU,N6703D,DL
2013,2013-04-14T21:00:00Z,37,52,JFK,MCO,N510JB,B6
2013,2013-05-23T17:00:00Z,-2,82,EWR,HNL,N66051,UA
2013,2013-04-26T12:00:00Z,-2,12,EWR,BOS,N813UA,UA
2013,2013-10-09T20:00:00Z,2,-11,EWR,SDF,N13988,EV
2013,2013-03-08T20:00:00Z,61,27,LGA,CLT,N725UW,US
