faa,name,lat,lon
GGW,Wokal Field Glasgow International Airport,48.2125,-106.615
GHG,Marshfield Municipal Airport,42.09825,-70.6721389
GIF,Gilbert Airport,28.062778,-81.753333
GJT,Grand Junction Regional,39.122413,-108.526735
GKN,Gulkana,62.154888,-145.456639
GKY,Arlington Municipal,32.6638611,-97.0942778
GLD,Renner Fld,39.370621,-101.698992
GLH,Mid Delta Regional Airport,33.4829,-90.9856
GLS,Scholes Intl At Galveston,29.265322,-94.860406
GLV,Golovin Airport,64.550556,-163.007222
GNT,Grants Milan Muni,35.167286,-107.901989
GNU,Goodnews Airport,59.1175,-161.5775
GNV,Gainesville Rgnl,29.690056,-82.271778
GON,Groton New London,41.330056,-72.045139
GPT,Gulfport-Biloxi,30.407278,-89.070111
GPZ,Grand Rapids Itasca County,47.211111,-93.509722
GQQ,Galion Municipal Airport,40.7533889,-82.7238056
GRB,Austin Straubel Intl,44.485072,-88.129589
GRF,Gray Aaf,47.079217,-122.580783
GRI,Central Nebraska Regional Airport,40.9675,-98.3096
GRK,Robert Gray Aaf,31.06725,-97.828917
GRM,Grand Marais Cook County Airport,47.8383333,-90.3829444
GRR,Gerald R Ford Intl,42.880833,-85.522806
GSB,Seymour Johnson Afb,35.339383,-77.960589
GSO,Piedmont Triad,36.09775,-79.937306
GSP,Greenville-Spartanburg International,34.895556,-82.218889
GST,Gustavus Airport,58.4253,-135.707
GTB,Wheeler Sack Aaf,44.055619,-75.719458
GTF,Great Falls Intl,47.482,-111.370689
GTR,Golden Triangle Regional Airport,33.450333,-88.591361
GTU,Georgetown Municipal Airport,30.678809,-97.6793837
GUC,Gunnison - Crested Butte,38.533889,-106.933056
GUP,Gallup Muni,35.511058,-108.789308
GUS,Grissom Arb,40.648094,-86.152119
GVL,Lee Gilmer Memorial Airport,34.272627,-83.8302233
GVQ,Genesee County Airport,43.03175,-78.1696667
GVT,Majors,33.067839,-96.065333
GWO,Greenwood Leflore,33.494328,-90.084706
GYY,Gary Chicago International Airport,41.6163,-87.4128
HBG,Hattiesburg Bobby L. Chain Municipal Airport,31.2649444,-89.2528889
HBR,Hobart Muni,34.991308,-99.051353
HCC,Columbia County,42.2913,-73.7103
HCR,Holy Cross Airport,62.1883,-159.775
HDH,Dillingham,21.579475,-158.197281
HDI,Hardwick Field Airport,35.2199994,-84.832369
HDN,Yampa Valley,40.481181,-107.21766
HDO,Hondo Municipal Airport,29.3591,-99.1775
HFD,Hartford Brainard,41.736722,-72.649444
HGR,Hagerstown Regional Richard A Henson Field,39.7079,-77.7295
HHH,Hilton Head,32.216,-80.752
HHI,Wheeler Aaf,21.4835,-158.039667
HHR,Jack Northrop Fld Hawthorne Muni,33.922839,-118.335186
HIB,Chisholm Hibbing,47.3866,-92.838994
HIF,Hill Afb,41.123939,-111.973039
HII,Lake Havasu City Airport,34.5711111,-114.3582778
HIO,Portland Hillsboro,45.540394,-122.949825
HKB,Healy River Airport,63.8675,-148.968889
HKY,Hickory Rgnl,35.741147,-81.38955
HLG,Wheeling Ohio County Airport,40.175,-80.6463
HLN,Helena Rgnl,46.606806,-111.98275
HLR,Hood Aaf,31.138731,-97.714469
HMN,Holloman Afb,32.852519,-106.106525
HNH,Hoonah Airport,58.096111,-135.409722
HNL,Honolulu Intl,21.318681,-157.922428
HNM,Hana,20.795636,-156.014439
HNS,Haines Airport,59.2438,-135.524
HOB,Lea Co Rgnl,32.687528,-103.217028
HOM,Homer,59.645556,-151.476583
HON,Huron Rgnl,44.3852,-98.228542
HOP,Campbell Aaf,36.668567,-87.496183
HOT,Memorial Field,34.478,-93.0962
HOU,William P Hobby,29.645419,-95.278889
HPB,Hooper Bay Airport,61.5239,-166.147
HPN,Westchester Co,41.066959,-73.707575
HQM,Bowerman Field,46.9711944,-123.9365556
HQU,McDuffie County Airport,33.5297315,-82.5169509
HRL,Valley Intl,26.2285,-97.654389
HRO,Boone Co,36.261519,-93.154728
HRT,Hurlburt Fld,30.427803,-86.689278
HSH,Henderson Executive Airport,35.972778,-115.134444
HSL,Huslia Airport,65.697778,-156.351389
HST,Homestead Arb,25.48855,-80.383567
HSV,Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556
HTL,Roscommon Co,44.359806,-84.671112
HTS,Tri State Milton J Ferguson Field,38.3667,-82.558
HUA,Redstone Aaf,34.678653,-86.684781
HUF,Terre Haute Intl Hulman Fld,39.451464,-87.307561
HUL,Houlton Intl,46.123083,-67.792056
HUS,Hughes Airport,66.039167,-154.264722
HUT,Hutchinson Municipal Airport,38.0655,-97.8606
HVN,Tweed-New Haven Airport,41.26375,-72.886806000000007
HVR,Havre City Co,48.542983,-109.762342
HWD,Hayward Executive Airport,37.65888888888889,-122.12166666666666
HWO,North Perry,26.001222,-80.240722
HXD,Hilton Head Airport,32.2243611,-80.697472200000007
HYA,Barnstable Muni Boardman Polando Fld,41.669336,-70.280356
HYG,Hydaburg Seaplane Base,55.206389,-132.828333
HYL,Hollis Seaplane Base,55.481667,-132.646111
HYS,Hays Regional Airport,38.8422,-99.2732
HZL,Hazleton Municipal,40.989167,-76.0025
IAB,Mc Connell Afb,37.621853,-97.268192
IAD,Washington Dulles Intl,38.944533,-77.455811
IAG,Niagara Falls Intl,43.107333,-78.946194
IAH,George Bush Intercontinental,29.984433,-95.341442
IAN,Bob Baker Memorial Airport,66.975833,-160.436667
ICT,Wichita Mid Continent,37.649944,-97.433056
ICY,Icy Bay Airport,59.968889,-141.661667
IDA,Idaho Falls Rgnl,43.514556,-112.07075
IDL,Idlewild Intl,40.639751,-73.778924
IFP,Laughlin-Bullhead Intl,35.1574,-114.56
IGG,Igiugig Airport,59.324,-155.902
IGM,Kingman Airport,35.2595,-113.938
IGQ,Lansing Municipal,41.5349167,-87.5295278
IJD,Windham Airport,41.7440278,-72.1802222
IKK,Greater Kankakee,41.071389,-87.846278
IKO,Nikolski Air Station,52.941667,-168.848889
IKR,Kirtland Air Force Base,35.040222,-106.609194
IKV,Ankeny Regl Airport,41.691389,-93.566389
ILG,New Castle,39.678722,-75.606528
ILI,Iliamna,59.754356,-154.910961
ILM,Wilmington Intl,34.270615,-77.902569
ILN,Wilmington Airborne Airpark,39.42792,-83.792118
IMM,Immokalee,26.433889,-81.401389
IMT,Ford Airport,45.8183611,-88.1145556
IND,Indianapolis Intl,39.717331,-86.294383
INJ,Hillsboro Muni,32.083486,-97.097228
INK,Winkler Co,31.779628,-103.201361
INL,Falls Intl,48.566186,-93.403067
INS,Creech Afb,36.587183,-115.673353
INT,Smith Reynolds,36.133722,-80.222
INW,Winslow-Lindbergh Regional Airport,35.0219167,-110.7225278
IOW,Iowa City Municipal Airport,41.639244,-91.546503
IPL,Imperial Co,32.834219,-115.578744
IPT,Williamsport Rgnl,41.241836,-76.921094
IRC,Circle City Airport,65.827778,-144.076111
IRK,Kirksville Regional Airport,40.0935,-92.5449
ISM,Kissimmee Gateway Airport,28.289806,-81.437083
ISN,Sloulin Fld Intl,48.177939,-103.642347
ISO,Kinston Regional Jetport,35.331389,-77.608889
ISP,Long Island Mac Arthur,40.79525,-73.100222
ISW,Alexander Field South Wood County Airport,44.3606456,-89.8381412
ITH,Ithaca Tompkins Rgnl,42.491028,-76.458444
ITO,Hilo Intl,19.721375,-155.048469
IWD,Gogebic Iron County Airport,46.5274747,-90.1313967
IWS,West Houston,29.818194,-95.672611
IYK,Inyokern Airport,35.658889,-117.829444
IZG,Eastern Slopes Regional,43.9911389,-70.9478889
JAC,Jackson Hole Airport,43.607333333,-110.73775
JAN,Jackson Evers Intl,32.311167,-90.075889
JAX,Jacksonville Intl,30.494056,-81.687861
JBR,Jonesboro Muni,35.831708,-90.646417
JCI,New Century AirCenter Airport,38.8309167,-94.8903056
JEF,Jefferson City Memorial Airport,38.5912,-92.1561
JES,Jesup-Wayne County Airport,31.553889,-81.8825
JFK,John F Kennedy Intl,40.639751,-73.778925
JGC,Grand Canyon Heliport,35.96666666,-112.13333333
JHM,Kapalua,20.962936,-156.673031
JHW,Chautauqua County-Jamestown,42.153333,-79.258056
JKA,Jack Edwards Airport,30.2896389,-87.6717778
JLN,Joplin Rgnl,37.151814,-94.498269
JMS,Jamestown Regional Airport,46.9297,-98.6782
JNU,Juneau Intl,58.354972,-134.576278
JOT,Regional Airport,41.517778,-88.175556
JRA,West 30th St. Heliport,40.7545,-74.0071
JRB,Wall Street Heliport,40.701214,-74.009028
JST,John Murtha Johnstown-Cambria County Airport,40.316111,-78.833889
JVL,Southern Wisconsin Regional Airport,42.62025,-89.0415556
JXN,Reynolds Field,42.260556,-84.460556
JYL,Plantation Airpark,32.6452778,-81.5971111
JYO,Leesburg Executive Airport,39.078,-77.558
JZP,Pickens County Airport,34.4534722,-84.4572222
K03,Wainwright As,70.613378,-159.86035
K27,Burrello-Mechanicville Airport,42.893133,-73.668450000000007
K83,Sabetha Municipal,39.5425,-95.4677
KAE,Kake Seaplane Base,56.973056,-133.945556
KAL,Kaltag Airport,64.3191,-158.741
KBC,Birch Creek Airport,66.256708,-145.815319
KBW,Chignik Bay Seaplane Base,56.295556,-158.401398
KCC,Coffman Cove Seaplane Base,56.014722,-132.833889
KCL,Chignik Lagoon Airport,56.311111,-158.534167
KCQ,Chignik Lake Airport,56.255,-158.775278
KEH,Kenmore Air Harbor Inc Seaplane Base,47.7548,-122.259
KEK,Ekwok Airport,59.356944,-157.471111
KFP,False Pass Airport,54.8475,-163.410278
KGK,Koliganek Airport,59.726667,-157.259444
KGX,Grayling Airport,62.894444,-160.065
KKA,Koyuk Alfred Adams Airport,64.939444,-161.154167
KKB,Kitoi Bay Seaplane Base,58.190833,-152.370556
KKH,Kongiganak Airport,59.960833,-162.881111
KLG,Kalskag Airport,61.5363,-160.341
KLL,Levelock Airport,59.128056,-156.858611
KLN,Larsen Bay Airport,57.535,-153.976667
KLS,Kelso Longview,46.118,-122.898389
KLW,Klawock Airport,55.579167,-133.076111
KMO,Manokotak Airport,58.990278000000004,-159.05
KMY,Moser Bay Seaplane Base,57.025556,-154.145833
KNW,New Stuyahok Airport,59.4499,-157.328
KOA,Kona Intl At Keahole,19.738767,-156.045631
KOT,Kotlik Airport,63.030556,-163.532778
KOY,Olga Bay Seaplane Base,57.161389,-154.229722
KOZ,Ouzinkie Airport,57.922876,-152.500511
KPB,Point Baker Seaplane Base,56.351944,-133.6225
KPC,Port Clarence Coast Guard Station,65.2537,-166.859
KPN,Kipnuk Airport,59.933056,-164.030556
KPR,Port Williams Seaplane Base,58.49,-152.582222
KPV,Perryville Airport,55.906667,-159.160833
KPY,Port Bailey Seaplane Base,57.93,-153.040556
KQA,Akutan Seaplane Base,54.1325,-165.785
KSM,St Marys Airport,62.0605,-163.302
KTB,Thorne Bay Seaplane Base,55.688056,-132.536667
KTN,Ketchikan Intl,55.355556,-131.71375
KTS,Brevig Mission Airport,65.331389,-166.465833
KUK,Kasigluk Airport,60.873333,-162.524444
KVC,King Cove Airport,55.1163,-162.266
KVL,Kivalina Airport,67.7362,-164.563
KWK,Kwigillingok Airport,59.876389,-163.168611
KWN,Quinhagak Airport,59.755,-161.845278
KWP,West Point Village Seaplane Base,57.77,-153.548889
KWT,Kwethluk Airport,60.790278,-161.443611
KYK,Karuluk Airport,57.566944,-154.450278
KYU,Koyukuk Airport,64.875833,-157.730556
KZB,Zachar Bay Seaplane Base,57.55,-153.75
L06,Furnace Creek,36.273,-116.515
L35,Big Bear City,34.2637778,-116.8560278
L52,Oceano County Airport,35.10147222,-120.62236111
LAA,Lamar Muni,38.069694,-102.6885
LAF,Purude University Airport,40.4123056,-86.9368889
LAL,Lakeland Linder Regional Airport,27.9889167,-82.0185556
LAM,Los Alamos Airport,35.8798019,-106.2694153
LAN,Capital City,42.7787,-84.587357
LAR,Laramie Regional Airport,41.3121,-105.675
LAS,Mc Carran Intl,36.080056,-115.15225
LAW,Lawton-Fort Sill Regional Airport,34.5677144,-98.4166367
LAX,Los Angeles Intl,33.942536,-118.408075
LBB,Lubbock Preston Smith Intl,33.663639,-101.822778
LBE,Arnold Palmer Regional Airport,40.2759,-79.4048
LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684
LBL,Liberal Muni,37.044222,-100.95986
LBT,Municipal Airport,34.6098056,-79.0595556
LCH,Lake Charles Rgnl,30.126112,-93.223335
LCK,Rickenbacker Intl,39.813786,-82.927822
LCQ,Lake City Municipal Airport,30.181944,-82.576944
LDJ,Linden Airport,40.6174472,-74.2445942
LEB,Lebanon Municipal Airport,43.6261,-72.3042
LEW,Lewiston Maine,44.0484728,-70.2835075
LEX,Blue Grass,38.0365,-84.605889
LFI,Langley Afb,37.082881,-76.360547
LFK,Angelina Co,31.234014,-94.75
LFT,Lafayette Rgnl,30.205278,-91.987611
LGA,La Guardia,40.777245,-73.872608
LGB,Long Beach,33.817722,-118.151611
LGC,LaGrange-Callaway Airport,33.0088611,-85.0726111
LGU,Logan-Cache,41.791,-111.852
LHD,Lake Hood Seaplane Base,61.1866382,-149.9653918
LHM,Lincoln Regional Airport Karl Harder Field,38.9091667,-121.3513333
LHV,William T. Piper Mem.,41.1357778,-77.4223056
LHX,La Junta Muni,38.049719,-103.509431
LIH,Lihue,21.975983,-159.338958
LIT,Adams Fld,34.729444,-92.224306
LIV,Livingood Airport,65.531111,-148.541111
LKE,Kenmore Air Harbor Seaplane Base,47.629,-122.339
LKK,Kulik Lake Airport,58.96591,-155.108089
LKP,Lake Placid Airport,44.264444,-73.961944
LMT,Klamath Falls Airport,42.1561,-121.733
LNA,Palm Beach Co Park,26.593,-80.085056
LNK,Lincoln,40.850971,-96.75925
LNN,Lost Nation Municipal Airport,41.6840278,-81.38975
LNR,Tri-County Regional Airport,43.211667,-90.181667
LNS,Lancaster Airport,40.1217,-76.2961
LNY,Lanai,20.785611,-156.951419
LOT,Lewis University Airport,41.606326,-88.083003
LOU,Bowman Fld,38.228,-85.663722
LOZ,London-Corbin Airport-MaGee Field,37.0868889,-84.0773889
LPC,Lompoc Airport,34.6656,-120.4675
LPR,Lorain County Regional Airport,41.3442778,-82.1776389
LPS,Lopez Island Airport,48.4839,-122.938
LRD,Laredo Intl,27.54375,-99.461556
LRF,Little Rock Afb,34.916944,-92.149722
LRO,Mount Pleasant Regional-Faison Field,32.5387,-79.4697
LRU,Las Cruces Intl,32.289417,-106.921972
LSE,La Crosse Municipal,43.878986,-91.256711
LSF,Lawson Aaf,32.337322,-84.991283
LSV,Nellis Afb,36.236197,-115.034253
LTS,Altus Afb,34.667067,-99.266681
LUF,Luke Afb,33.535,-112.38306
LUK,Cincinnati Muni Lunken Fld,39.103333,-84.418611
LUP,Kalaupapa Airport,21.211,-156.974
LUR,Cape Lisburne Lrrs,68.875133,-166.110022
LVK,Livermore Municipal,37.41362,-121.49133
LVM,Mission Field Airport,45.6993889,-110.4483056
LVS,Las Vegas Muni,35.654222,-105.142389
LWA,South Haven Area Regional Airport,42.3511944,-86.2556389
LWB,Greenbrier Valley Airport,37.858333,-80.399444
LWC,Lawrence Municipal,39.009167,-95.2175
LWM,Lawrence Municipal Airport,42.7171944,-71.1234167
LWS,Lewiston Nez Perce Co,46.3745,-117.015389
LWT,Lewistown Municipal Airport,47.0493,-109.467
LXY,Mexia - Limestone County Airport,31.6411783,-96.5144594
LYH,Lynchburg Regional Preston Glenn Field,37.3267,-79.2004
LYU,Ely Municipal,47.824444,-91.830833
LZU,Gwinnett County Airport-Briscoe Field,33.9780761,-83.9623772
M94,Desert Aire,46.4124,-119.5518
MAE,Madera Municipal Airport,36.9886111,-120.1124444
MAF,Midland Intl,31.942528,-102.201914
MBL,Manistee County-Blacker Airport,44.2725,-86.246944
MBS,Mbs Intl,43.532913,-84.079647
MCC,Mc Clellan Afld,38.667639,-121.400611
MCD,Mackinac Island Airport,45.8649344,-84.637344
MCE,Merced Municipal Airport,37.284722,-120.513889
MCF,Macdill Afb,27.849339,-82.521214
MCG,McGrath Airport,62.9529,-155.606
MCI,Kansas City Intl,39.297606,-94.713905
MCK,McCook Regional Airport,40.206389,-100.592222
MCL,McKinley National Park Airport,63.732757,-148.91129
MCN,Middle Georgia Rgnl,32.69285,-83.649211
MCO,Orlando Intl,28.429394,-81.308994
MCW,Mason City Municipal,43.2247,-93.4067
MDT,Harrisburg Intl,40.193494,-76.763403
MDW,Chicago Midway Intl,41.785972,-87.752417
ME5,Banks Airport,44.1653889,-68.4281667
MEI,Key Field,32.332624,-88.751868
MEM,Memphis Intl,35.042417,-89.976667
MER,Castle,37.380481,-120.568189
MFD,Mansfield Lahm Regional,40.8214167,-82.5166389
MFE,Mc Allen Miller Intl,26.175833,-98.238611
MFI,Marshfield Municipal Airport,44.6368797,-90.1893267
MFR,Rogue Valley Intl Medford,42.374228,-122.8735
MGC,Michigan City Municipal Airport,41.7033,-86.8211
MGE,Dobbins Arb,33.915382,-84.516319
MGJ,Orange County Airport,41.5099884,-74.2646444
MGM,Montgomery Regional Airport,32.3006389,-86.3939722
MGR,Moultrie Municipal Airport,31.0849167,-83.80325
MGW,Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314
MGY,Dayton-Wright Brothers Airport,39.5889722,-84.2248611
MHK,Manhattan Reigonal,39.140972,-96.670833
MHM,Minchumina Airport,63.886111,-152.301944
MHR,Sacramento Mather,38.553897,-121.297592
MHT,Manchester Regional Airport,42.932556,-71.435667
MHV,Mojave,35.059364,-118.151856
MIA,Miami Intl,25.79325,-80.290556
MIB,Minot Afb,48.415572,-101.357661
MIC,Crystal Airport,45.0343,-93.2114
MIE,Delaware County Airport,40.2424722,-85.39575
MIV,Millville Muni,39.367806,-75.072222
MKC,Downtown,39.1275,-94.598889
MKE,General Mitchell Intl,42.947222,-87.896583
MKG,Muskegon County Airport,43.1695,-86.2382
MKK,Molokai,21.152886,-157.096256
MKL,Mc Kellar Sipes Rgnl,35.599889,-88.915611
MKO,Davis Fld,35.656489,-95.366656
MLB,Melbourne Intl,28.102753,-80.645258
MLC,Mc Alester Rgnl,34.882403,-95.783463
MLD,Malad City,42.17,-112.289
MLI,Quad City Intl,41.448528,-90.507539
MLJ,Baldwin County Airport,33.154225,-83.2414139
MLL,Marshall Don Hunter Sr. Airport,61.8646418,-162.026111
MLS,Frank Wiley Field,46.428,-105.886
MLT,Millinocket Muni,45.647836,-68.685561
MLU,Monroe Rgnl,32.510864,-92.037689
MLY,Manley Hot Springs Airport,64.9975,-150.644167
MMH,Mammoth Yosemite Airport,37.624049,-118.837772
MMI,McMinn Co,35.39919,-84.56177
MMU,Morristown Municipal Airport,40.79935,-74.4148747
MMV,Mc Minnville Muni,45.194444,-123.135944
MNM,Menominee Marinette Twin Co,45.12665,-87.638443
MNT,Minto Airport,65.143611,-149.37
MNZ,Manassas,38.721389,-77.515556
MOB,Mobile Rgnl,30.691231,-88.242814
MOD,Modesto City Co Harry Sham,37.625817,-120.954422
MOT,Minot Intl,48.259378,-101.280333
MOU,Mountain Village Airport,62.0954,-163.682
MPB,Miami Seaplane Base,25.7783,-80.1703
MPI,MariposaYosemite,37.3039,-120.0222
MPV,Edward F Knapp State,44.203503,-72.562328
MQB,Macomb Municipal Airport,40.5200833,-90.6523889
MQI,Dare County Regional,35.5514,-75.4173
MQT,Sawyer International Airport,46.353611,-87.395278
MRB,Eastern WV Regional Airport,39.2407,-77.591
MRI,Merrill Fld,61.213544,-149.844447
MRK,Marco Islands,25.9950278,-81.6725278
MRN,Foothills Regional Airport,35.8202336,-81.6115119
MRY,Monterey Peninsula,36.587,-121.842944
MSL,Northwest Alabama Regional Airport,34.7453,-87.6102
MSN,Dane Co Rgnl Truax Fld,43.139858,-89.337514
MSO,Missoula Intl,46.916306,-114.090556
MSP,Minneapolis St Paul Intl,44.881956,-93.221767
MSS,Massena Intl Richards Fld,44.935833,-74.845547
MSY,Louis Armstrong New Orleans Intl,29.993389,-90.258028
MTC,Selfridge Angb,42.608333,-82.8355
MTH,Florida Keys Marathon Airport,24.726111,-81.051389
MTJ,Montrose Regional Airport,38.509794,-107.894242
MTM,Metlakatla Seaplane Base,55.131111,-131.578056
MTN,Martin State,39.3256667,-76.4137778
MUE,Waimea Kohala,20.001328,-155.668108
MUI,Muir Aaf,40.434811,-76.569411
MUO,Mountain Home Afb,43.043603,-115.872431
MVL,Morrisville Stowe State Airport,44.535,-72.614
MVY,Martha\\'s Vineyard,41.391667,-70.615278
MWA,Williamson Country Regional Airport,37.7549569,-89.0110936
MWC,Lawrence J Timmerman Airport,43.1103889,-88.0344167
MWH,Grant Co Intl,47.207708,-119.32019
MWL,Mineral Wells,32.781606,-98.060175
MWM,Windom Municipal Airport,43.9134017,-95.1094083
MXF,Maxwell Afb,32.382944,-86.365778
MXY,McCarthy Airport,61.4370608,-142.90307372
MYF,Montgomery Field,32.4759,117.759
MYL,McCall Municipal Airport,44.889722,-116.101389
MYR,Myrtle Beach Intl,33.67975,-78.928333
MYU,Mekoryuk Airport,60.3714,-166.271
MYV,Yuba County Airport,39.0553,-121.3411
MZJ,Pinal Airpark,32.509722,-111.325278
N53,Stroudsburg-Pocono Airport,41.0358717,-75.1606789
N69,Stormville Airport,41.5769708,-73.7323514
N87,Trenton-Robbinsville Airport,40.2139444,-74.6017778
NBG,New Orleans Nas Jrb,29.825333,-90.035
NBU,Naval Air Station,42.090556,-87.8225
NCN,Chenega Bay Airport,60.077222,-147.991944
NEL,Lakehurst Naes,40.033333,-74.353333
NEW,Lakefront,30.0424167,-90.02825
NFL,Fallon Nas,39.416584,-118.70098
NGF,Kaneohe Bay Mcaf,21.450453,-157.768
NGP,Corpus Christi NAS,27.692701,-97.290376
NGU,Norfolk Ns,36.937644,-76.289289
NGZ,"NAS Alameda",37.7861,-122.3186
NHK,Patuxent River Nas,38.285981,-76.411781
NIB,Nikolai Airport,63.010833,-154.383889
NID,China Lake Naws,35.685422,-117.692039
NIP,Jacksonville Nas,30.235834,-81.680556
NJK,El Centro Naf,32.829222,-115.671667
NKT,Cherry Point Mcas,34.900872,-76.880733
NKX,Miramar Mcas,32.867694,-117.14175
NLC,Lemoore Nas,36.333012,-119.95208
NLG,Nelson Lagoon,56.0075,-161.160278
NME,Nightmute Airport,60.471111,-164.700833
NMM,Meridian Nas,32.552083,-88.555557
NNL,Nondalton Airport,59.966944,-154.851667
NOW,Port Angeles Cgas,48.141481,-123.414075
NPA,Pensacola Nas,30.352656,-87.318647
NPZ,Porter County Municipal Airport,41.4539722,-87.0070833
NQA,Millington Rgnl Jetport,35.356667,-89.870278
NQI,Kingsville Nas,27.507223,-97.809723
NQX,Key West Nas,24.575834,-81.688889
NSE,Whiting Fld Nas North,30.724167,-87.021944
NTD,Point Mugu Nas,34.120285,-119.12094
NTU,Oceana Nas,36.820703,-76.033542
NUI,Nuiqsut Airport,70.21,-151.005556
NUL,Nulato Airport,64.729444,-158.074167
NUP,Nunapitchuk Airport,60.905833,-162.439167
NUQ,Moffett Federal Afld,37.416142,-122.049139
NUW,Whidbey Island Nas,48.351803,-122.655906
NXP,Twentynine Palms Eaf,34.296161,-116.162203
NXX,Willow Grove Nas Jrb,40.199833,-75.148167
NY9,Long Lake,43.9750617,-74.42044
NYC,All Airports,40.714167,-74.005833
NYG,Quantico Mcaf,38.501683,-77.305333
NZC,Cecil Field,30.2187,-81.8767
NZJ,El Toro,33.676132,-117.731164
NZY,North Island Nas,32.699219,-117.21531
O03,Morgantown Airport,40.1570414,-75.8704892
O27,Oakdale Airport,37.7563333,-120.8001944
OAJ,Albert J Ellis,34.829164,-77.612139
OAK,Metropolitan Oakland Intl,37.721278,-122.220722
OAR,Marina Muni,36.681878,-121.762347
OBE,County,27.265833,-80.851111
OBU,Kobuk Airport,66.912222,-156.897222
OCA,Key Largo,25.325393,-80.274775
OCF,International Airport,29.1725,-82.224167
OEB,Branch County Memorial Airport,41.9335691,-85.0522935
OFF,Offutt Afb,41.118332,-95.912511
OGG,Kahului,20.89865,-156.430458
OGS,Ogdensburg Intl,44.681854,-75.4655
OJC,Johnson County Airport,38.5051,-94.4415
OKC,Will Rogers World,35.393089,-97.600733
OLF,LM Clayton Airport,48.094444,-105.575
OLH,Old Harbor Airport,57.218056,-153.269722
OLM,Olympia Regional Airpor,46.9694044,-122.90254470000001
OLS,Nogales Intl,31.417722,-110.84789
OLT,San Diego Old Town Transit Center,32.7552,-117.1995
OLV,Olive Branch Muni,34.876944,-89.783333
OMA,Eppley Afld,41.303167,-95.894069
OME,Nome,64.512203,-165.445247
OMN,Ormond Beach municipal Airport,29.1804,-81.06497
ONH,Oneonta Municipal Airport,42.524722,-75.064444
ONP,Newport Municipal Airport,44.580361,-124.057917
ONT,Ontario Intl,34.056,-117.601194
OOK,Toksook Bay Airport,60.541389,-165.087222
OPF,Opa Locka,25.907,-80.278389
OQN,Brandywine Airport,39.5924,-75.3455
OQU,Quonset State Airport,41.5971389,-71.4121389
ORD,Chicago Ohare Intl,41.978603,-87.904842
ORF,Norfolk Intl,36.894611,-76.201222
ORH,Worcester Regional Airport,42.2673,-71.8757
ORI,Port Lions Airport,57.885278,-152.846111
ORL,Executive,28.545464,-81.332936
ORT,Northway,62.961334,-141.929136
ORV,Robert Curtis Memorial Airport,66.8175,-161.022222
OSC,Oscoda Wurtsmith,44.451558,-83.394053
OSH,Wittman Regional Airport,44.024983,-88.551336
OSU,Ohio State University Airport,40.0798,-83.073
OTH,Southwest Oregon Regional Airport,43.4171,-124.246
OTS,Anacortes Airport,48.498889,-122.6625
OTZ,Ralph Wien Mem,66.884678,-162.59855
OWB,Owensboro Daviess County Airport,37.7401,-87.1668
OWD,Norwood Memorial Airport,42.1905278,-71.1729444
OXC,Waterbury-Oxford Airport,41.4785556,-73.13525
OXD,Miami University Airport,39.5022607,-84.7843814
OXR,Oxnard - Ventura County,34.200833,-119.207222
OZA,Ozona Muni,30.735281,-101.202972
P08,Coolidge Municipal Airport,32.9359016418457,-111.427001953125
P52,Cottonwood Airport,34.7299995422363,-112.035003662109
PAE,Snohomish Co,47.906342,-122.281564
PAH,Barkley Regional Airport,37.0602875,-88.7729583
PAM,Tyndall Afb,30.069567,-85.575417
PAO,Palo Alto Airport of Santa Clara County,37.4611111,-122.1150556
PAQ,Palmer Muni,61.594914,-149.088711
PBF,Grider Fld,34.173142,-91.935597
PBG,Plattsburgh Intl,44.650944,-73.468139
PBI,Palm Beach Intl,26.683161,-80.095589
PBV,St George,56.578344,-169.661611
PBX,Pike County Airport - Hatcher Field,37.5617639,-82.5663889
PCW,Erie-Ottawa Regional Airport,41.5162703,-82.8694868
PCZ,Waupaca Municipal Airport,44.33325,-89.0197778
PDB,Pedro Bay Airport,59.782222,-154.1325
PDK,Dekalb-Peachtree Airport,33.8756111,-84.3019722
PDT,Eastern Oregon Regional Airport,45.695,-118.841389
PDX,Portland Intl,45.588722,-122.5975
PEC,Pelican Seaplane Base,57.955278,-136.236389
PEQ,Pecos Municipal Airport,31.3823889,-103.5107222
PFN,Panama City Bay Co Intl,30.212083,-85.682806
PGA,Page Municipal Airport,36.9261,-111.4483
PGD,Charlotte County-Punta Gorda Airport,26.919722,-81.990556
PGV,Pitt-Greenville Airport,35.635278,-77.385278
PHD,Harry Clever Field Airport,40.4701667,-81.4199444
PHF,Newport News Williamsburg Intl,37.131894,-76.492989
PHK,Pahokee Airport,26.789,-80.692
PHL,Philadelphia Intl,39.871944,-75.241139
PHN,St Clair Co Intl,42.910957,-82.528862
PHO,Point Hope Airport,68.3488,-166.799
PHX,Phoenix Sky Harbor Intl,33.434278,-112.011583
PIA,Peoria Regional,40.664203,-89.693258
PIB,Hattiesburg Laurel Regional Airport,31.4671,-89.3371
PIE,St Petersburg Clearwater Intl,27.910167,-82.687389
PIH,Pocatello Regional Airport,42.9098,-112.596
PIM,Harris County Airport,32.8406944,-84.8824444
